customer_id,nama_pemilik,no_telepon,alamat,kecamatan,kota,kode_pos,car_id,nopol,model,varian,tahun,bahan_bakar,penggerak,transmisi,jenis_oli,interval_oli_km,segmen_pemakaian_asli,km_per_bulan
CUST0111,Fitri Marpaung,085333423060,"Komp. Citra Garden Blok G14, Jl. Jamin Ginting",Medan Perjuangan,Medan,20233,CAR0111,BK 8050 VG,Innova Reborn,2.0 G Bensin,2025,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1245.0
CUST0112,Rendi Sitorus,089653431437,"Komp. Royal Sumatra Blok E6, Jl. Cemara",Medan Maimun,Medan,20151,CAR0112,BK 7796 KP,Innova Reborn,2.0 G Bensin,2016,Bensin,RWD,AT,Semi-Sintetik,7000,Weekend Warrior,1717.0
CUST0113,Budi Batubara,081210839395,"Komp. Tasbih Blok B4, Jl. HM Yamin",Medan Selayang,Medan,20131,CAR0113,BK 5958 HB,Avanza,1.3 E,2024,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1387.5
CUST0114,Ferry Sitorus,081171868644,"Komp. Royal Sumatra Blok F16, Jl. Gatot Subroto",Medan Sunggal,Medan,20128,CAR0114,BK 3907 BX,Hilux,2.4 D-Cab 4x4,2022,Diesel,4x4,AT,Full-Sintetik,6000,Light Commuter,1207.3
CUST0115,Santi Rangkuti,082232883236,Jl. Karya Wisata No. 114,Medan Labuhan,Medan,20252,CAR0115,BK 5600 PV,Avanza,1.3 E,2020,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,907.8
CUST0116,Ferry Effendi,082276068317,"Komp. Tasbih Blok F4, Jl. Krakatau",Medan Sunggal,Medan,20128,CAR0116,BK 7893 LX,Innova Reborn,2.4 V Diesel,2025,Diesel,RWD,AT,Full-Sintetik,6000,Weekend Warrior,1586.1
CUST0117,Eko Pohan,083817028756,"Komp. Cemara Asri Blok C1, Jl. Halat",Medan Selayang,Medan,20131,CAR0117,BK 6274 BM,Avanza,1.5 G,2022,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,440.9
CUST0118,Maya Pratama,085184323854,"Komp. Tasbih Blok E7, Jl. Glugur",Medan Polonia,Medan,20157,CAR0118,BK 7674 TF,Avanza,1.5 Veloz,2024,Bensin,FWD,AT,Full-Sintetik,9500,Heavy Daily,2478.3
CUST0119,Dewi Hutapea,085155652092,Jl. Ringroad No. 1,Medan Deli,Medan,20241,CAR0119,BK 2063 JL,Corolla Cross,1.8 HV,2021,Hybrid,FWD,CVT,Full-Sintetik,10000,Heavy Daily,2297.3
CUST0120,Budi Rahman,081144932142,Jl. Bromo No. 23,Medan Perjuangan,Medan,20233,CAR0120,BK 2069 KM,Rush,1.5 S TRD,2024,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,582.2
CUST0121,Maya Tanjung,082314545024,Jl. Setia Budi No. 74,Medan Timur,Medan,20231,CAR0121,BK 7529 XF,Avanza,1.5 G,2023,Bensin,FWD,MT,Semi-Sintetik,7000,Heavy Daily,2556.3
CUST0122,Maya Wijaya,081214676360,"Komp. Tasbih Blok G25, Jl. Gajah Mada",Medan Barat,Medan,20231,CAR0122,BK 8577 MY,Avanza,1.5 G,2016,Bensin,FWD,MT,Semi-Sintetik,7000,Heavy Daily,2421.8
CUST0123,Hadi Wibowo,085170975793,Jl. Sutomo No. 142,Medan Barat,Medan,20231,CAR0123,BK 2808 CU,Innova Reborn,2.4 V Diesel,2021,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,2948.3
CUST0124,Togar Effendi,085293175630,Jl. Gatot Subroto No. 9,Medan Tuntungan,Medan,20135,CAR0124,BK 2622 LU,Veloz,1.5 Q CVT,2022,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,1012.8
CUST0125,Gunawan Harahap,085190066916,"Komp. Citra Garden Blok D5, Jl. AH Nasution",Medan Tembung,Medan,20222,CAR0125,BK 1174 PG,Innova Reborn,2.0 G Bensin,2021,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,3357.7
CUST0126,Gunawan Batubara,083898509212,"Perumahan J City Blok D26, Jl. Gajah Mada",Medan Selayang,Medan,20131,CAR0126,BK 8874 UD,Fortuner,2.8 GR 4x4,2019,Diesel,4x4,AT,Full-Sintetik,6000,Light Commuter,1422.9
CUST0127,Rina Gunawan,085256521798,Jl. Kapten Muslim No. 183,Medan Johor,Medan,20144,CAR0127,BK 3312 YU,Innova Reborn,2.4 V Diesel,2022,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,992.6
CUST0128,Pranata Nugroho,083872948789,Jl. HM Yamin No. 126,Medan Baru,Medan,20153,CAR0128,BK 6793 EM,Avanza,1.3 E,2018,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,4514.3
CUST0129,Fitri Siregar,082198129891,"Komp. Citra Garden Blok G26, Jl. HM Yamin",Medan Sunggal,Medan,20128,CAR0129,BK 6119 DD,Veloz,1.5 Q CVT,2022,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,789.4
CUST0130,Taufik Purba,081144614681,"Komp. Cemara Asri Blok G15, Jl. Jamin Ginting",Medan Denai,Medan,20227,CAR0130,BK 1900 JU,Fortuner,2.8 GR 4x4,2018,Diesel,4x4,AT,Full-Sintetik,6000,Weekend Warrior,1023.2
CUST0131,Reza Situmorang,085121793990,"Komp. Tasbih Blok A10, Jl. Pancing",Medan Kota,Medan,20212,CAR0131,BK 3715 LA,Avanza,1.5 G,2021,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,782.3
CUST0132,Gunawan Ginting,085162578928,"Komp. Citra Garden Blok B29, Jl. Pancing",Medan Maimun,Medan,20151,CAR0132,BK 5122 SJ,Fortuner,2.8 GR 4x4,2025,Diesel,4x4,AT,Full-Sintetik,6000,Light Commuter,778.8
CUST0133,Bayu Tanjung,081314061077,"Komp. Royal Sumatra Blok B19, Jl. Iskandar Muda",Medan Helvetia,Medan,20124,CAR0133,BK 6441 SX,Avanza,1.3 E,2021,Bensin,RWD,AT,Semi-Sintetik,7000,Weekend Warrior,1420.1
CUST0134,Dimas Lubis,082238137882,"Komp. Citra Garden Blok G4, Jl. Glugur",Medan Labuhan,Medan,20252,CAR0134,BK 1404 TV,Avanza,1.5 G,2022,Bensin,FWD,MT,Semi-Sintetik,7000,Heavy Daily,3206.4
CUST0135,Reza Daulay,081116464690,"Komp. Tasbih Blok B17, Jl. Denai",Medan Area,Medan,20214,CAR0135,BK 8784 DP,Avanza,1.5 Veloz,2022,Bensin,FWD,MT,Full-Sintetik,9500,Weekend Warrior,1261.5
CUST0136,Surya Wirawan,081146225880,Jl. AH Nasution No. 21,Medan Barat,Medan,20231,CAR0136,BK 3507 AR,Avanza,1.5 G,2017,Bensin,FWD,AT,Semi-Sintetik,7000,Weekend Warrior,1794.5
CUST0137,Ratna Purba,085376157657,"Perumahan J City Blok F12, Jl. Sekip",Medan Polonia,Medan,20157,CAR0137,BK 6817 WK,Calya,1.2 G,2024,Bensin,FWD,MT,Mineral,4500,Heavy Daily,1791.7
CUST0138,Togar Susanto,089646752085,"Perumahan J City Blok A12, Jl. Glugur",Medan Barat,Medan,20231,CAR0138,BK 4589 WR,Innova Reborn,2.0 G Bensin,2025,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1018.7
CUST0139,Siti Wijaya,082347211553,"Komp. Royal Sumatra Blok G21, Jl. Brigjen Katamso",Medan Polonia,Medan,20157,CAR0139,BK 5723 WW,Avanza,1.5 Veloz,2018,Bensin,FWD,AT,Full-Sintetik,9500,Heavy Daily,1722.6
CUST0140,Indah Wirawan,082258135777,Jl. Ringroad No. 83,Medan Petisah,Medan,20111,CAR0140,BK 1215 MF,Avanza,1.5 Veloz,2025,Bensin,FWD,MT,Full-Sintetik,9500,Light Commuter,962.6
CUST0141,Dewi Rangkuti,081279953955,Jl. Pancing No. 123,Medan Denai,Medan,20227,CAR0141,BK 8084 LA,Rush,1.5 S TRD,2024,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,2420.6
CUST0142,Hadi Sinaga,081342372130,"Komp. Tasbih Blok D25, Jl. Denai",Medan Labuhan,Medan,20252,CAR0142,BK 3892 UP,Avanza,1.5 G,2017,Bensin,FWD,MT,Semi-Sintetik,7000,Heavy Daily,2846.9
CUST0143,Gunawan Simanjuntak,081332788868,"Komp. Cemara Asri Blok B27, Jl. Adam Malik",Medan Kota,Medan,20212,CAR0143,BK 6814 KW,Avanza,1.3 E,2018,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,858.8
CUST0144,Indra Saputra,085257575786,Jl. Brigjen Katamso No. 210,Medan Labuhan,Medan,20252,CAR0144,BK 7959 YW,Avanza,1.3 E,2018,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1189.1
CUST0145,Nurul Wirawan,085252188552,"Komp. Tasbih Blok E10, Jl. Sekip",Medan Amplas,Medan,20148,CAR0145,BK 3109 ZN,Innova Reborn,2.4 V Diesel,2024,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,2802.4
CUST0146,Dewi Damanik,081114867756,Jl. HM Yamin No. 207,Medan Petisah,Medan,20111,CAR0146,BK 2029 CA,Calya,1.2 G,2021,Bensin,FWD,AT,Mineral,4500,Heavy Daily,2926.8
CUST0147,Hadi Rahman,082267507784,"Komp. Cemara Asri Blok B9, Jl. Karya Wisata",Medan Perjuangan,Medan,20233,CAR0147,BK 9905 SM,Avanza,1.3 E,2022,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,659.4
CUST0148,Andi Pasaribu,081380876689,"Komp. Royal Sumatra Blok G19, Jl. Adam Malik",Medan Timur,Medan,20231,CAR0148,BK 7530 LG,Corolla Cross,1.8 HV,2017,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,630.6
CUST0149,Indra Setiawan,082363961655,"Komp. Royal Sumatra Blok D10, Jl. Jamin Ginting",Medan Amplas,Medan,20148,CAR0149,BK 2388 UW,Avanza,1.3 E,2019,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,1893.5
CUST0150,Maya Susanto,081298905046,"Perumahan J City Blok F9, Jl. Glugur",Medan Labuhan,Medan,20252,CAR0150,BK 9976 FA,Yaris,1.5 S,2023,Bensin,FWD,CVT,Full-Sintetik,9500,Weekend Warrior,1269.7
CUST0151,Maya Pohan,082295267429,"Komp. Citra Garden Blok C12, Jl. Halat",Medan Perjuangan,Medan,20233,CAR0151,BK 1334 RN,Calya,1.2 G,2018,Bensin,FWD,MT,Mineral,4500,Heavy Daily,3291.7
CUST0152,Iwan Setiawan,083839734773,"Komp. Tasbih Blok C21, Jl. Kapten Muslim",Medan Area,Medan,20214,CAR0152,BK 4277 LW,Fortuner,2.4 VRZ 4x2,2023,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,974.5
CUST0153,Boy Harahap,082270062181,Jl. Halat No. 166,Medan Timur,Medan,20231,CAR0153,BK 7122 SS,Avanza,1.3 E,2021,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2390.0
CUST0154,Budi Hutapea,085194568744,Jl. Ringroad No. 228,Medan Helvetia,Medan,20124,CAR0154,BK 1642 MK,Vios,1.5 G,2023,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,2837.6
CUST0155,Togar Lubis,082235513529,Jl. Bromo No. 227,Medan Selayang,Medan,20131,CAR0155,BK 7567 AE,Avanza,1.5 G,2025,Bensin,FWD,AT,Semi-Sintetik,7000,Heavy Daily,2507.9
CUST0156,Lestari Panjaitan,089662406489,Jl. Ringroad No. 77,Medan Sunggal,Medan,20128,CAR0156,BK 3982 AK,Rush,1.5 S TRD,2025,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,556.7
CUST0157,Nurul Situmorang,085271685899,"Komp. Cemara Asri Blok E26, Jl. William Iskandar",Medan Labuhan,Medan,20252,CAR0157,BK 7298 UH,Corolla Cross,1.8 HV,2019,Hybrid,FWD,CVT,Full-Sintetik,10000,Heavy Daily,3351.4
CUST0158,Indah Marpaung,083839523899,Jl. William Iskandar No. 176,Medan Denai,Medan,20227,CAR0158,BK 4876 GB,Avanza,1.3 E,2017,Bensin,RWD,AT,Semi-Sintetik,7000,Weekend Warrior,1133.2
CUST0159,Boy Wijaya,085292139589,Jl. Krakatau No. 210,Medan Deli,Medan,20241,CAR0159,BK 5943 NL,Avanza,1.5 Veloz,2022,Bensin,FWD,MT,Full-Sintetik,9500,Light Commuter,922.8
CUST0160,Santi Wijaya,085119475324,Jl. Cemara No. 175,Medan Petisah,Medan,20111,CAR0160,BK 5557 CR,Hilux,2.4 D-Cab 4x4,2025,Diesel,4x4,AT,Full-Sintetik,6000,Heavy Daily,3171.2
CUST0161,Indra Pratama,085362734262,"Komp. Royal Sumatra Blok E24, Jl. Pancing",Medan Barat,Medan,20231,CAR0161,BK 3456 DL,Avanza,1.5 G,2022,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,603.2
CUST0162,Edy Nasution,082250898176,"Komp. Tasbih Blok A21, Jl. Sekip",Medan Tuntungan,Medan,20135,CAR0162,BK 1594 SD,Calya,1.2 G,2024,Bensin,FWD,MT,Mineral,4500,Light Commuter,1348.6
CUST0163,Bayu Pulungan,082227339512,"Komp. Tasbih Blok C18, Jl. Gatot Subroto",Medan Perjuangan,Medan,20233,CAR0163,BK 1350 JG,Avanza,1.3 E,2017,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2036.1
CUST0164,Frans Hasibuan,081294452241,Jl. Sutomo No. 63,Medan Barat,Medan,20231,CAR0164,BK 2807 WN,Avanza,1.5 G,2024,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,905.3
CUST0165,Taufik Wirawan,085220067397,Jl. Karya Wisata No. 44,Medan Maimun,Medan,20151,CAR0165,BK 1997 CZ,Fortuner,2.4 VRZ 4x2,2024,Diesel,RWD,AT,Full-Sintetik,6000,Weekend Warrior,1229.0
CUST0166,Wahyu Pratama,082381676873,"Komp. Cemara Asri Blok G1, Jl. Menteng",Medan Johor,Medan,20144,CAR0166,BK 2469 BL,Fortuner,2.8 GR 4x4,2021,Diesel,4x4,AT,Full-Sintetik,6000,Heavy Daily,2977.4
CUST0167,Rina Pulungan,082238643672,"Komp. Royal Sumatra Blok B2, Jl. Brigjen Katamso",Medan Tembung,Medan,20222,CAR0167,BK 3463 SD,Avanza,1.5 Veloz,2021,Bensin,FWD,AT,Full-Sintetik,9500,Weekend Warrior,1206.4
CUST0168,Mega Manurung,083891548390,Jl. Dr. Mansyur No. 99,Medan Timur,Medan,20231,CAR0168,BK 1344 CK,Avanza,1.5 Veloz,2022,Bensin,FWD,MT,Full-Sintetik,9500,Heavy Daily,3085.3
CUST0169,Maya Wibowo,082190363406,"Komp. Tasbih Blok G3, Jl. Karya Wisata",Medan Timur,Medan,20231,CAR0169,BK 7967 ZH,Innova Reborn,2.4 V Diesel,2017,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,2886.8
CUST0170,Surya Sembiring,081230401004,"Komp. Cemara Asri Blok F3, Jl. Dr. Mansyur",Medan Kota,Medan,20212,CAR0170,BK 1046 LT,Fortuner,2.4 VRZ 4x2,2019,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,2413.7
CUST0171,Wati Wijaya,081223211586,Jl. Ringroad No. 205,Medan Amplas,Medan,20148,CAR0171,BK 4775 KD,Veloz,1.5 Q CVT,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,2522.9
CUST0172,Robby Tanaka,081348104549,Jl. Halat No. 147,Medan Barat,Medan,20231,CAR0172,BK 7870 HX,Corolla Cross,1.8 HV,2020,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,855.0
CUST0173,Iwan Nugroho,082351813782,"Komp. Citra Garden Blok E7, Jl. Adam Malik",Medan Sunggal,Medan,20128,CAR0173,BK 2506 BH,Avanza,1.3 E,2019,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,990.9
CUST0174,Togar Sinaga,081324602577,"Komp. Cemara Asri Blok C21, Jl. HM Yamin",Medan Labuhan,Medan,20252,CAR0174,BK 1575 EW,Calya,1.2 G,2020,Bensin,FWD,AT,Mineral,4500,Weekend Warrior,1797.0
CUST0175,Maya Ginting,089645352652,Jl. Denai No. 243,Medan Labuhan,Medan,20252,CAR0175,BK 5887 UG,Avanza,1.5 G,2019,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,635.5
CUST0176,Robby Ginting,082395183601,"Perumahan J City Blok D22, Jl. Halat",Medan Amplas,Medan,20148,CAR0176,BK 1535 PU,Avanza,1.5 Veloz,2018,Bensin,FWD,MT,Full-Sintetik,9500,Weekend Warrior,1233.6
CUST0177,Ferry Wirawan,085312395774,"Komp. Cemara Asri Blok C15, Jl. Bromo",Medan Sunggal,Medan,20128,CAR0177,BK 9182 JU,Avanza,1.5 Veloz,2020,Bensin,FWD,AT,Full-Sintetik,9500,Light Commuter,1047.7
CUST0178,Sari Harahap,083841366050,"Komp. Tasbih Blok B4, Jl. Adam Malik",Medan Johor,Medan,20144,CAR0178,BK 1159 FL,Avanza,1.5 G,2021,Bensin,FWD,MT,Semi-Sintetik,7000,Heavy Daily,2376.1
CUST0179,Eko Manurung,083815944260,"Komp. Cemara Asri Blok E26, Jl. Gatot Subroto",Medan Tuntungan,Medan,20135,CAR0179,BK 6553 KW,Avanza,1.3 E,2023,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,675.9
CUST0180,Indah Harahap,085384695284,Jl. Denai No. 119,Medan Baru,Medan,20153,CAR0180,BK 5342 VY,Raize,1.0 Turbo,2017,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,782.0
CUST0181,Bayu Simanjuntak,082271151242,"Perumahan J City Blok C7, Jl. Glugur",Medan Polonia,Medan,20157,CAR0181,BK 9388 HM,Corolla Cross,1.8 HV,2025,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,889.4
CUST0182,Wahyu Damanik,083826223883,"Komp. Citra Garden Blok A16, Jl. Pemuda",Medan Tembung,Medan,20222,CAR0182,BK 3452 NS,Raize,1.0 Turbo,2022,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,663.8
CUST0183,Wahyu Simanjuntak,085189941290,Jl. Pasar Merah No. 25,Medan Tuntungan,Medan,20135,CAR0183,BK 4575 RA,Yaris,1.5 S,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,2179.4
CUST0184,Hendra Situmorang,081327928670,Jl. Halat No. 26,Medan Marelan,Medan,20255,CAR0184,BK 7781 GU,Avanza,1.3 E,2020,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,726.3
CUST0185,Yuni Nasution,082146101560,"Komp. Citra Garden Blok A17, Jl. Cemara",Medan Deli,Medan,20241,CAR0185,BK 4579 ZY,Fortuner,2.8 GR 4x4,2022,Diesel,4x4,AT,Full-Sintetik,6000,Heavy Daily,2227.8
CUST0186,Rosma Pohan,085357775442,"Perumahan J City Blok C24, Jl. Menteng",Medan Tembung,Medan,20222,CAR0186,BK 8337 AU,Vios,1.5 G,2024,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,3492.5
CUST0187,Eko Pratama,082127389835,"Komp. Tasbih Blok A18, Jl. HM Yamin",Medan Amplas,Medan,20148,CAR0187,BK 5312 SW,Avanza,1.5 G,2018,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,925.2
CUST0188,Reza Silalahi,081144119339,Jl. Denai No. 182,Medan Tembung,Medan,20222,CAR0188,BK 5253 VZ,Avanza,1.5 G,2019,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,851.2
CUST0189,Hermanto Purba,085251553620,Jl. Pemuda No. 139,Medan Tembung,Medan,20222,CAR0189,BK 2608 ME,Rush,1.5 S TRD,2023,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,2627.4
CUST0190,Indra Tarigan,081337502494,Jl. Pasar Merah No. 242,Medan Tembung,Medan,20222,CAR0190,BK 2993 FT,Rush,1.5 S TRD,2022,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1098.2
CUST0191,Togar Panjaitan,085333165735,Jl. Menteng No. 231,Medan Maimun,Medan,20151,CAR0191,BK 5258 SJ,Innova Reborn,2.4 V Diesel,2021,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,1005.5
CUST0192,Joko Setiawan,089686234531,"Komp. Tasbih Blok E29, Jl. Bromo",Medan Kota,Medan,20212,CAR0192,BK 8080 VX,Avanza,1.5 G,2023,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,1177.4
CUST0193,Erlina Purba,081212384019,Jl. AH Nasution No. 213,Medan Petisah,Medan,20111,CAR0193,BK 3989 SW,Vios,1.5 G,2017,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,2872.4
CUST0194,Dimas Purba,085194253976,Jl. Glugur No. 247,Medan Tembung,Medan,20222,CAR0194,BK 4948 KR,Avanza,1.3 E,2016,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1182.4
CUST0195,Rendi Wijaya,085279732347,"Komp. Royal Sumatra Blok B28, Jl. Gajah Mada",Medan Baru,Medan,20153,CAR0195,BK 6902 KD,Avanza,1.5 Veloz,2018,Bensin,FWD,MT,Full-Sintetik,9500,Light Commuter,827.1
CUST0196,Erlina Hartono,082193786347,Jl. Glugur No. 145,Medan Tembung,Medan,20222,CAR0196,BK 2127 WB,Innova Reborn,2.4 V Diesel,2019,Diesel,RWD,AT,Full-Sintetik,6000,Weekend Warrior,1859.9
CUST0197,Nurul Sembiring,082160786742,Jl. Halat No. 152,Medan Deli,Medan,20241,CAR0197,BK 8268 MC,Calya,1.2 G,2021,Bensin,FWD,MT,Mineral,4500,Light Commuter,853.0
CUST0198,Wahyu Lubis,081389298151,"Perumahan J City Blok B21, Jl. Sekip",Medan Timur,Medan,20231,CAR0198,BK 6399 GK,Vios,1.5 G,2024,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,1116.6
CUST0199,Hendra Tanaka,089656835557,"Komp. Royal Sumatra Blok E5, Jl. Dr. Mansyur",Medan Sunggal,Medan,20128,CAR0199,BK 5690 TF,Rush,1.5 S TRD,2018,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,942.1
CUST0200,Rendi Lubis,081262305155,Jl. William Iskandar No. 232,Medan Petisah,Medan,20111,CAR0200,BK 4487 XJ,Avanza,1.5 G,2021,Bensin,FWD,MT,Semi-Sintetik,7000,Heavy Daily,2880.7
CUST0201,Dimas Sinaga,082118715607,Jl. Brigjen Katamso No. 101,Medan Petisah,Medan,20111,CAR0201,BK 2148 WW,Calya,1.2 G,2023,Bensin,FWD,AT,Mineral,4500,Light Commuter,1300.2
CUST0202,Boy Maulana,081262426864,Jl. Glugur No. 221,Medan Sunggal,Medan,20128,CAR0202,BK 9923 GL,Camry,2.5 HV,2017,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,840.7
CUST0203,Reza Siregar,082158104323,Jl. Cemara No. 239,Medan Helvetia,Medan,20124,CAR0203,BK 9883 MR,Rush,1.5 S TRD,2020,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,812.9
CUST0204,Andi Susanto,083844971405,"Komp. Citra Garden Blok F27, Jl. Denai",Medan Polonia,Medan,20157,CAR0204,BK 8904 DT,Avanza,1.5 Veloz,2024,Bensin,FWD,AT,Full-Sintetik,9500,Light Commuter,570.2
CUST0205,Erlina Hutapea,082358131622,Jl. Glugur No. 142,Medan Selayang,Medan,20131,CAR0205,BK 8190 CF,Avanza,1.3 E,2020,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2642.3
CUST0206,Taufik Hutapea,089635983795,Jl. Brigjen Katamso No. 128,Medan Barat,Medan,20231,CAR0206,BK 7738 CS,Avanza,1.5 Veloz,2020,Bensin,FWD,MT,Full-Sintetik,9500,Weekend Warrior,1321.0
CUST0207,Dedi Effendi,082388042147,Jl. William Iskandar No. 207,Medan Polonia,Medan,20157,CAR0207,BK 3481 PX,Veloz,1.5 Q CVT,2023,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,1143.5
CUST0208,Erlina Halim,089666362142,Jl. HM Yamin No. 75,Medan Johor,Medan,20144,CAR0208,BK 4258 GN,Avanza,1.5 G,2019,Bensin,FWD,AT,Semi-Sintetik,7000,Heavy Daily,2740.3
CUST0209,Lestari Pulungan,085273427877,"Komp. Royal Sumatra Blok G12, Jl. Cemara",Medan Barat,Medan,20231,CAR0209,BK 2383 UJ,Avanza,1.5 G,2023,Bensin,FWD,AT,Semi-Sintetik,7000,Heavy Daily,3828.5
CUST0210,Reza Hutabarat,081261138018,Jl. Dr. Mansyur No. 49,Medan Deli,Medan,20241,CAR0210,BK 3205 PR,Avanza,1.5 G,2019,Bensin,FWD,MT,Semi-Sintetik,7000,Weekend Warrior,1265.7
CUST0211,Indra Wijaya,083828523543,Jl. HM Yamin No. 55,Medan Tembung,Medan,20222,CAR0211,BK 6899 SS,Agya,1.2 G,2025,Bensin,FWD,AT,Mineral,4500,Heavy Daily,1566.1
CUST0212,Hadi Daulay,089613653127,Jl. Sisingamangaraja No. 89,Medan Maimun,Medan,20151,CAR0212,BK 9443 FK,Avanza,1.5 G,2022,Bensin,FWD,MT,Semi-Sintetik,7000,Weekend Warrior,700.0
CUST0213,Surya Purba,085292113347,Jl. Marelan Raya No. 156,Medan Tuntungan,Medan,20135,CAR0213,BK 7312 DB,Innova Reborn,2.4 V Diesel,2024,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,516.0
CUST0214,Reza Hartono,081168668776,Jl. Denai No. 32,Medan Timur,Medan,20231,CAR0214,BK 3863 PA,Avanza,1.3 E,2020,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,715.6
CUST0215,Wahyu Pasaribu,081195108643,"Komp. Citra Garden Blok A16, Jl. Krakatau",Medan Area,Medan,20214,CAR0215,BK 9267 PK,Avanza,1.3 E,2022,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1202.9
CUST0216,Maya Hutapea,082324584912,Jl. Gajah Mada No. 192,Medan Selayang,Medan,20131,CAR0216,BK 1963 XU,Innova Zenix,2.0 HV,2020,Hybrid,FWD,CVT,Full-Sintetik,10000,Weekend Warrior,1738.1
CUST0217,Tiur Simanjuntak,083819656299,"Komp. Royal Sumatra Blok A15, Jl. William Iskandar",Medan Deli,Medan,20241,CAR0217,BK 6697 NE,Avanza,1.5 Veloz,2018,Bensin,FWD,AT,Full-Sintetik,9500,Light Commuter,816.9
CUST0218,Bayu Effendi,085356125301,Jl. Dr. Mansyur No. 243,Medan Baru,Medan,20153,CAR0218,BK 5407 JS,Avanza,1.3 E,2018,Bensin,RWD,AT,Semi-Sintetik,7000,Weekend Warrior,1083.6
CUST0219,Maruli Setiawan,081114576380,Jl. Gatot Subroto No. 117,Medan Denai,Medan,20227,CAR0219,BK 6088 RH,Rush,1.5 S TRD,2021,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,764.7
CUST0220,Robby Silalahi,083874766833,Jl. Sutomo No. 225,Medan Area,Medan,20214,CAR0220,BK 4955 SU,Avanza,1.5 G,2018,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,956.5
CUST0221,Tiur Setiawan,082241284914,Jl. Sutomo No. 168,Medan Deli,Medan,20241,CAR0221,BK 5785 BE,Veloz,1.5 Q CVT,2022,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,624.5
