customer_id,car_id,nama_pemilik,no_telepon,nopol,model,bahan_bakar,penggerak,jenis_oli,last_oil_date,km_saat_servis,days_since_last_oil,estimated_current_km,estimated_km_since_oil,interval_oli_km,predicted_interval_days,progress_day_model,progress_km_rule,prob_due_14d_conditional,priority_score,alert_tier,status_rekomendasi,wa_message,visit_id,tanggal,next_best_offer
CUST0045,CAR0045,Boy Susanto,082256279701,BK 2290 TV,Avanza,Bensin,FWD,Semi-Sintetik,2025-11-27,60428,201,65502.0,5074.0,7000,257.2900453605672,0.7812194977008063,0.7248571428571429,0.08657413823160993,0.44440469846313235,Monitor,Monitor,"Halo Boy Susanto, kendaraan Toyota Avanza BK 2290 TV sudah mencapai 72% dari interval ideal ganti oli dan estimasi 9% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V007094,2026-01-12,
CUST0439,CAR0572,Maya Susanto,083835037693,BK 1931 GL,Innova Zenix,Hybrid,FWD,Full-Sintetik,2026-04-11,150277,66,156702.0,6425.0,10000,87.94215295215783,0.7504933389100131,0.6425,0.2627527596558055,0.44309380488204236,Monitor,Monitor,"Halo Maya Susanto, kendaraan Toyota Innova Zenix BK 1931 GL sudah mencapai 64% dari interval ideal ganti oli dan estimasi 26% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006607,2026-04-11,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851); Aki/Accu (conf 12%, lift 1.16, avg Rp1,384,557)"
CUST0469,CAR0469,Rina Rangkuti,081322896179,BK 2784 LY,Calya,Bensin,FWD,Mineral,2026-01-14,69913,153,73177.0,3264.0,4500,199.46641651572793,0.7670464164975659,0.7253333333333334,0.10613754177996784,0.44223765064943604,Monitor,Monitor,"Halo Rina Rangkuti, kendaraan Toyota Calya BK 2784 LY sudah mencapai 73% dari interval ideal ganti oli dan estimasi 11% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V008353,2026-02-23,"Kampas Rem Belakang (conf 45%, lift 6.81, avg Rp570,704); Tune Up / Servis Berkala (conf 19%, lift 1.05, avg Rp532,492)"
CUST0437,CAR0437,Reza Pohan,083835502429,BK 2840 JG,Yaris,Bensin,FWD,Full-Sintetik,2025-10-22,59807,237,66798.0,6991.0,9500,305.8515872905773,0.7748856303133579,0.7358947368421053,0.06848451367865138,0.44157635553511665,Monitor,Monitor,"Halo Reza Pohan, kendaraan Toyota Yaris BK 2840 JG sudah mencapai 74% dari interval ideal ganti oli dan estimasi 7% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004984,2025-10-22,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0299,CAR0299,Siti Situmorang,083857732847,BK 8873 NJ,Avanza,Bensin,RWD,Semi-Sintetik,2026-04-25,144223,52,148511.0,4288.0,7000,70.72209935665548,0.7352722907412732,0.6125714285714285,0.32268029122271075,0.44051616933615917,Monitor,Monitor,"Halo Siti Situmorang, kendaraan Toyota Avanza BK 8873 NJ sudah mencapai 61% dari interval ideal ganti oli dan estimasi 32% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V003281,2026-04-25,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851); Aki/Accu (conf 12%, lift 1.16, avg Rp1,384,557)"
CUST0212,CAR0212,Hadi Daulay,089613653127,BK 9443 FK,Avanza,Bensin,FWD,Semi-Sintetik,2025-12-20,39781,178,43875.0,4094.0,7000,215.64817914006443,0.8254185159819422,0.5848571428571429,0.13397995632436313,0.4397218778801285,Monitor,Monitor,"Halo Hadi Daulay, kendaraan Toyota Avanza BK 9443 FK sudah mencapai 58% dari interval ideal ganti oli dan estimasi 13% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002384,2025-12-20,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0051,CAR0598,Rendi Suryadi,085280429968,BK 8897 TL,Innova Zenix,Hybrid,FWD,Full-Sintetik,2025-09-16,34480,273,41903.0,7423.0,10000,354.3138922916785,0.7705032343898635,0.7423,0.056454872387389506,0.43944608346772507,Monitor,Monitor,"Halo Rendi Suryadi, kendaraan Toyota Innova Zenix BK 8897 TL sudah mencapai 74% dari interval ideal ganti oli dan estimasi 6% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006856,2025-09-16,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0001,CAR0001,Wahyu Nugroho,081272752813,BK 4071 NU,Innova Zenix,Hybrid,FWD,Full-Sintetik,2026-04-11,155177,66,161558.0,6381.0,10000,88.51030703679037,0.7456758676994117,0.6381,0.2544888197377208,0.43920780778377577,Monitor,Monitor,"Halo Wahyu Nugroho, kendaraan Toyota Innova Zenix BK 4071 NU sudah mencapai 64% dari interval ideal ganti oli dan estimasi 25% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000018,2026-04-11,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0182,CAR0182,Wahyu Damanik,083826223883,BK 3452 NS,Raize,Bensin,FWD,Full-Sintetik,2025-08-04,73183,316,80075.0,6892.0,9500,404.76780422381614,0.7806945036203224,0.7254736842105263,0.05224171050284682,0.43918564474498384,Monitor,Monitor,"Halo Wahyu Damanik, kendaraan Toyota Raize BK 3452 NS sudah mencapai 73% dari interval ideal ganti oli dan estimasi 5% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V007986,2025-12-04,"Busi (set) (conf 17%, lift 1.16, avg Rp329,357)"
CUST0067,CAR0067,Budi Nasution,082189565129,BK 8393 XL,Innova Zenix,Hybrid,FWD,Full-Sintetik,2025-10-04,63385,255,70809.0,7424.0,10000,332.2855799848835,0.7674121760312337,0.7424,0.05936026613482949,0.4387685044650101,Monitor,Monitor,"Halo Budi Nasution, kendaraan Toyota Innova Zenix BK 8393 XL sudah mencapai 74% dari interval ideal ganti oli dan estimasi 6% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V007572,2026-02-06,"Aki/Accu (conf 12%, lift 1.16, avg Rp1,384,557)"
CUST0433,CAR0538,Surya Pulungan,083830022177,BK 9787 PA,Raize,Bensin,FWD,Full-Sintetik,2026-01-08,99154,159,106172.0,7018.0,9500,210.98531597063516,0.7536069478035597,0.7387368421052631,0.09099091278513825,0.4377185528667953,Monitor,Monitor,"Halo Surya Pulungan, kendaraan Toyota Raize BK 9787 PA sudah mencapai 74% dari interval ideal ganti oli dan estimasi 9% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006207,2026-01-08,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0461,CAR0461,Ayu Nugroho,081115111641,BK 2293 ZE,Avanza,Bensin,RWD,Semi-Sintetik,2025-12-15,67741,183,72763.0,5022.0,7000,242.58752328429287,0.7543669085797907,0.7174285714285714,0.07762548013216525,0.431730736118129,Monitor,Monitor,"Halo Ayu Nugroho, kendaraan Toyota Avanza BK 2293 ZE sudah mencapai 72% dari interval ideal ganti oli dan estimasi 8% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005293,2025-12-15,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0387,CAR0387,Andi Pratama,082331719939,BK 6933 PF,Avanza,Bensin,RWD,Semi-Sintetik,2025-12-30,67497,168,72545.0,5048.0,7000,224.5027207596558,0.7483205523368891,0.7211428571428572,0.08148681871186272,0.43083579675887684,Monitor,Monitor,"Halo Andi Pratama, kendaraan Toyota Avanza BK 6933 PF sudah mencapai 72% dari interval ideal ganti oli dan estimasi 8% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004405,2025-12-30,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0092,CAR0092,Reza Sembiring,085196685406,BK 9926 MY,Innova Zenix,Hybrid,FWD,Full-Sintetik,2025-10-24,44679,235,51957.0,7278.0,10000,313.7379548747324,0.7490327400579555,0.7278,0.05549267112777346,0.42852923869041637,Monitor,Monitor,"Halo Reza Sembiring, kendaraan Toyota Innova Zenix BK 9926 MY sudah mencapai 73% dari interval ideal ganti oli dan estimasi 6% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001045,2025-10-24,"Filter Udara (conf 80%, lift 1.18, avg Rp190,014); Tune Up / Servis Berkala (conf 21%, lift 1.18, avg Rp532,492); Wiper (conf 10%, lift 1.18, avg Rp149,851)"
CUST0053,CAR0053,Erlina Silalahi,085354283121,BK 2027 KH,Fortuner,Diesel,RWD,Full-Sintetik,2026-02-15,60782,121,65069.0,4287.0,6000,164.80692393975215,0.7341924544640704,0.7145,0.10746927754001369,0.4282242916011612,Monitor,Monitor,"Halo Erlina Silalahi, kendaraan Toyota Fortuner BK 2027 KH sudah mencapai 71% dari interval ideal ganti oli dan estimasi 11% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000565,2026-02-15,"Kampas Rem Belakang (conf 45%, lift 6.81, avg Rp570,704); Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0190,CAR0190,Indra Tarigan,081337502494,BK 2993 FT,Rush,Bensin,RWD,Semi-Sintetik,2026-01-28,78217,139,83232.0,5015.0,7000,188.9895645616514,0.735490344783857,0.7164285714285714,0.09149544951898628,0.4266898248009765,Monitor,Monitor,"Halo Indra Tarigan, kendaraan Toyota Rush BK 2993 FT sudah mencapai 72% dari interval ideal ganti oli dan estimasi 9% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002163,2026-01-28,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851); Aki/Accu (conf 12%, lift 1.16, avg Rp1,384,557)"
CUST0156,CAR0156,Lestari Panjaitan,089662406489,BK 3982 AK,Rush,Bensin,RWD,Semi-Sintetik,2025-09-20,50291,269,55211.0,4920.0,7000,355.8163260039846,0.7560080309439978,0.7028571428571428,0.05068591704975273,0.42537726080835736,Monitor,Monitor,"Halo Lestari Panjaitan, kendaraan Toyota Rush BK 3982 AK sudah mencapai 70% dari interval ideal ganti oli dan estimasi 5% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001775,2025-09-20,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0429,CAR0429,Indra Wijaya,083831963296,BK 2658 WW,Avanza,Bensin,RWD,Semi-Sintetik,2026-05-14,206521,33,210561.0,4040.0,7000,49.01493170156094,0.6732642248882105,0.5771428571428572,0.4029678533985706,0.42273729856403425,Monitor,Monitor,"Halo Indra Wijaya, kendaraan Toyota Avanza BK 2658 WW sudah mencapai 58% dari interval ideal ganti oli dan estimasi 40% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004879,2026-05-14,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Filter Kabin/AC (conf 31%, lift 1.15, avg Rp140,030)"
CUST0399,CAR0399,Rosma Pulungan,081232253706,BK 3643 GG,Avanza,Bensin,FWD,Full-Sintetik,2026-02-13,115134,123,120895.0,5761.0,9500,160.59487620252358,0.765902393080628,0.606421052631579,0.13618726113949484,0.42254317716013695,Monitor,Monitor,"Halo Rosma Pulungan, kendaraan Toyota Avanza BK 3643 GG sudah mencapai 61% dari interval ideal ganti oli dan estimasi 14% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004526,2026-02-13,"Kampas Rem Belakang (conf 45%, lift 6.81, avg Rp570,704); Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716)"
CUST0395,CAR0395,Eko Tanjung,085176514240,BK 2163 AJ,Yaris Cross,Hybrid,FWD,Full-Sintetik,2026-03-17,79627,91,85572.0,5945.0,10000,120.69614921697334,0.7539594311033976,0.5945,0.17995854792454377,0.42234557359326075,Monitor,Monitor,"Halo Eko Tanjung, kendaraan Toyota Yaris Cross BK 2163 AJ sudah mencapai 59% dari interval ideal ganti oli dan estimasi 18% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V007704,2026-03-25,"Aki/Accu (conf 12%, lift 1.16, avg Rp1,384,557)"
CUST0112,CAR0112,Rendi Sitorus,089653431437,BK 7796 KP,Innova Reborn,Bensin,RWD,Semi-Sintetik,2026-04-06,98860,71,102865.0,4005.0,7000,95.50922378211592,0.7433836983323356,0.5721428571428572,0.22819903635984237,0.4212324496044042,Monitor,Monitor,"Halo Rendi Sitorus, kendaraan Toyota Innova Reborn BK 7796 KP sudah mencapai 57% dari interval ideal ganti oli dan estimasi 23% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001229,2026-04-06,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0330,CAR0551,Robby Dalimunthe,085288235834,BK 1092 WH,Avanza,Bensin,FWD,Full-Sintetik,2025-10-31,59745,228,66431.0,6686.0,9500,307.0563877519284,0.7425346258687892,0.7037894736842105,0.05413591702046589,0.4211409784418013,Monitor,Monitor,"Halo Robby Dalimunthe, kendaraan Toyota Avanza BK 1092 WH sudah mencapai 70% dari interval ideal ganti oli dan estimasi 5% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006325,2025-10-31,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Aki/Accu (conf 12%, lift 1.16, avg Rp1,384,557); Kampas Rem Belakang (conf 7%, lift 1.08, avg Rp570,704)"
CUST0455,CAR0455,Dedi Daulay,085296802162,BK 1184 GZ,Avanza,Bensin,FWD,Semi-Sintetik,2026-04-30,123714,47,127770.0,4056.0,7000,66.53834662753054,0.70635960137539,0.5794285714285714,0.3051826970866786,0.4206616393530257,Monitor,Monitor,"Halo Dedi Daulay, kendaraan Toyota Avanza BK 1184 GZ sudah mencapai 58% dari interval ideal ganti oli dan estimasi 31% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005219,2026-04-30,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0138,CAR0138,Togar Susanto,089646752085,BK 4589 WR,Innova Reborn,Bensin,RWD,Semi-Sintetik,2026-01-20,98862,147,103782.0,4920.0,7000,203.139765792448,0.723639704055743,0.7028571428571428,0.07651291452504193,0.4173829239039573,Monitor,Monitor,"Halo Togar Susanto, kendaraan Toyota Innova Reborn BK 4589 WR sudah mencapai 70% dari interval ideal ganti oli dan estimasi 8% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001519,2026-01-20,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0335,CAR0335,Yuni Nugroho,081185815721,BK 3479 PX,Fortuner,Diesel,4x4,Full-Sintetik,2025-12-22,59034,176,63202.0,4168.0,6000,240.71311462086197,0.7311608271830593,0.6946666666666667,0.06597231940713577,0.4169214845448588,Monitor,Monitor,"Halo Yuni Nugroho, kendaraan Toyota Fortuner BK 3479 PX sudah mencapai 69% dari interval ideal ganti oli dan estimasi 7% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V003713,2025-12-22,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0496,CAR0496,Rina Tarigan,081288118695,BK 4301 RC,Avanza,Bensin,RWD,Semi-Sintetik,2025-07-01,43035,350,47781.0,4746.0,7000,467.3433471544381,0.7489140524436291,0.678,0.03546094351164731,0.4155209607560778,Monitor,Monitor,"Halo Rina Tarigan, kendaraan Toyota Avanza BK 4301 RC sudah mencapai 68% dari interval ideal ganti oli dan estimasi 4% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005684,2025-07-01,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0392,CAR0392,Taufik Hutapea,085360668251,BK 4137 AT,Raize,Bensin,FWD,Full-Sintetik,2025-08-26,31726,294,38274.0,6548.0,9500,397.61340272233247,0.7394116948449814,0.6892631578947368,0.03934500167993352,0.41487200327409723,Monitor,Monitor,"Halo Taufik Hutapea, kendaraan Toyota Raize BK 4137 AT sudah mencapai 69% dari interval ideal ganti oli dan estimasi 4% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004433,2025-08-26,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0453,CAR0453,Tiur Pratama,082129973023,BK 1408 XV,Agya,Bensin,FWD,Mineral,2026-03-17,73174,91,76276.0,3102.0,4500,129.36158275607065,0.7034545964978893,0.6893333333333334,0.11791440225966647,0.4134871790548427,Monitor,Monitor,"Halo Tiur Pratama, kendaraan Toyota Agya BK 1408 XV sudah mencapai 69% dari interval ideal ganti oli dan estimasi 12% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V005191,2026-03-17,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0330,CAR0330,Robby Dalimunthe,085288235834,BK 1483 HV,Fortuner,Diesel,4x4,Full-Sintetik,2026-04-27,142743,50,146088.0,3345.0,6000,70.86240778536687,0.7055927333353331,0.5575,0.2784296280333223,0.4119817797612872,Monitor,Monitor,"Halo Robby Dalimunthe, kendaraan Toyota Fortuner BK 1483 HV sudah mencapai 56% dari interval ideal ganti oli dan estimasi 28% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V003631,2026-04-27,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Wiper (conf 10%, lift 1.19, avg Rp149,851); Filter Oli (conf 85%, lift 1.18, avg Rp90,360)"
CUST0417,CAR0417,Ratna Wirawan,082267879578,BK 3146 JE,Yaris Cross,Hybrid,FWD,Full-Sintetik,2026-03-27,160073,81,166127.0,6054.0,10000,112.09922085403984,0.7225741569200292,0.6054,0.16371105531993543,0.4105805158353344,Monitor,Monitor,"Halo Ratna Wirawan, kendaraan Toyota Yaris Cross BK 3146 JE sudah mencapai 61% dari interval ideal ganti oli dan estimasi 16% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004722,2026-03-27,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0196,CAR0196,Erlina Hartono,082193786347,BK 2127 WB,Innova Reborn,Diesel,RWD,Full-Sintetik,2026-04-23,102315,54,105615.0,3300.0,6000,76.11069332665876,0.7094929456001394,0.55,0.25730180281279547,0.4087426838086371,Monitor,Monitor,"Halo Erlina Hartono, kendaraan Toyota Innova Reborn BK 2127 WB sudah mencapai 55% dari interval ideal ganti oli dan estimasi 26% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V002219,2026-04-23,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0402,CAR0402,Eko Salim,081273673688,BK 2794 JY,Innova Zenix,Hybrid,FWD,Full-Sintetik,2026-04-15,125836,62,131838.0,6002.0,10000,88.3281059110223,0.7019283314243823,0.6002,0.19943143823237922,0.40732843725713036,Monitor,Monitor,"Halo Eko Salim, kendaraan Toyota Innova Zenix BK 2794 JY sudah mencapai 60% dari interval ideal ganti oli dan estimasi 20% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004575,2026-04-15,"Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0373,CAR0373,Nurul Setiawan,085311481317,BK 6587 PV,Innova Reborn,Diesel,RWD,Full-Sintetik,2026-02-06,57372,130,61432.0,4060.0,6000,184.51129349325518,0.7045639187649625,0.6766666666666666,0.07400303816626123,0.40477389260542546,Monitor,Monitor,"Halo Nurul Setiawan, kendaraan Toyota Innova Reborn BK 6587 PV sudah mencapai 68% dari interval ideal ganti oli dan estimasi 7% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004212,2026-02-06,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
CUST0533,CAR0533,Edy Pohan,082296775559,BK 8073 AT,Innova Zenix,Hybrid,FWD,Full-Sintetik,2025-08-29,59734,291,66525.0,6791.0,10000,410.32747947041963,0.7091896462200702,0.6791,0.029113333267668545,0.400223203604176,Monitor,Monitor,"Halo Edy Pohan, kendaraan Toyota Innova Zenix BK 8073 AT sudah mencapai 68% dari interval ideal ganti oli dan estimasi 3% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V006175,2025-08-29,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Wiper (conf 10%, lift 1.19, avg Rp149,851)"
CUST0056,CAR0056,Surya Rahman,085276364449,BK 6661 YP,Rush,Bensin,RWD,Semi-Sintetik,2025-12-15,36564,183,41240.0,4676.0,7000,259.61143560626255,0.7048996111155341,0.668,0.048202683355639375,0.3992935932457084,Monitor,Monitor,"Halo Surya Rahman, kendaraan Toyota Rush BK 6661 YP sudah mencapai 67% dari interval ideal ganti oli dan estimasi 5% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V000603,2025-12-15,"Kampas Rem Belakang (conf 45%, lift 6.81, avg Rp570,704); Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716)"
CUST0114,CAR0114,Ferry Sitorus,081171868644,BK 3907 BX,Hilux,Diesel,4x4,Full-Sintetik,2026-03-06,55984,102,60030.0,4046.0,6000,149.82181654306433,0.6808087256816929,0.6743333333333333,0.07971003087387765,0.39645303738103577,Monitor,Monitor,"Halo Ferry Sitorus, kendaraan Toyota Hilux BK 3907 BX sudah mencapai 67% dari interval ideal ganti oli dan estimasi 8% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V001244,2026-03-06,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Filter Kabin/AC (conf 31%, lift 1.15, avg Rp140,030)"
CUST0278,CAR0278,Togar Tarigan,081348702698,BK 6325 PB,Camry,Hybrid,FWD,Full-Sintetik,2025-08-20,56087,300,62799.0,6712.0,10000,427.0340574766544,0.7025200794819526,0.6712,0.026069944518405615,0.3957411874878101,Monitor,Monitor,"Halo Togar Tarigan, kendaraan Toyota Camry BK 6325 PB sudah mencapai 67% dari interval ideal ganti oli dan estimasi 3% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V007574,2025-10-01,"Busi (set) (conf 17%, lift 1.16, avg Rp329,357)"
CUST0408,CAR0408,Santi Simanjuntak,083823871439,BK 1430 WE,Avanza,Bensin,FWD,Semi-Sintetik,2026-05-11,198319,36,202135.0,3816.0,7000,54.99355272047892,0.6546221914954413,0.5451428571428572,0.30927956333412143,0.39544864281035147,Monitor,Monitor,"Halo Santi Simanjuntak, kendaraan Toyota Avanza BK 1430 WE sudah mencapai 55% dari interval ideal ganti oli dan estimasi 31% berpeluang perlu servis dalam 14 hari. Boleh kami bantu jadwalkan servis di bengkel resmi Toyota Medan?",V004643,2026-05-11,"Busi (set) (conf 18%, lift 1.24, avg Rp329,357); Oli Gardan/Transfer (conf 5%, lift 1.22, avg Rp351,716); Tune Up / Servis Berkala (conf 22%, lift 1.20, avg Rp532,492)"
